No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom	conf
0	ſo	O	O	-	0	589	605	1296	1315	-
0	fell	O	O	-	0	615	643	1297	1316	-
0	man	O	O	-	0	654	690	1302	1314	-
0	gruͤndiiche	O	O	-	0	698	783	1299	1319	-
0	Arbeit	O	O	-	0	789	843	1299	1317	-
0	machen	O	O	-	0	850	909	1300	1319	-
0	und	O	O	-	0	310	342	1314	1329	-
0	Staat	O	O	-	0	360	412	1313	1330	-
0	und	O	O	-	0	429	461	1316	1331	-
0	Kirche	O	O	-	0	479	532	1315	1335	-
0	vollſtaͤndig	O	O	-	0	549	649	1316	1338	-
0	,	O	O	-	0	549	649	1316	1338	-
0	auch	O	O	-	0	667	703	1319	1338	-
0	ſinananzien	O	O	-	0	721	820	1318	1338	-
0	trennen	O	O	-	0	839	909	1321	1338	-
0	.	O	O	-	0	839	909	1321	1338	-
0	nan	O	O	-	0	310	365	1334	1351	-
0	(	O	O	-	0	310	365	1334	1351	-
0	Hoört	O	O	-	0	310	365	1334	1351	-
0	!	O	O	-	0	310	365	1334	1351	-
0	dört	O	O	-	0	382	425	1334	1351	-
0	!	O	O	-	0	382	425	1334	1351	-
0	techts	O	O	-	0	443	496	1335	1356	-
0	.	O	O	-	0	443	496	1335	1356	-
0		O	O	-	0	512	573	1335	1356	-
0	Beifal	O	O	-	0	512	573	1335	1356	-
0	lints	O	O	-	0	590	643	1338	1357	-
0	.	O	O	-	0	590	643	1338	1357	-
0	)	O	O	-	0	590	643	1338	1357	-
0	nan	O	O	-	0	664	705	1339	1356	-
0	Aber	O	O	-	0	664	705	1339	1356	-
0	wir	O	O	-	0	721	749	1340	1356	-
0	wollen	O	O	-	0	765	821	1341	1357	-
0	nicht	O	O	-	0	836	875	1341	1362	-
0	ſo	O	O	-	0	892	908	1341	1362	-
0	radikal	O	O	-	0	309	368	1354	1371	-
0	rorgehen	O	O	-	0	379	456	1355	1375	-
0	und	O	O	-	0	467	498	1357	1373	-
0	den	O	O	-	0	509	539	1357	1374	-
0	beſtehenden	O	O	-	0	549	647	1357	1378	-
0	Zuſtand	O	O	-	0	659	726	1358	1379	-
0	abſwaffen	O	O	-	0	736	824	1360	1390	-
0	,	O	O	-	0	736	824	1360	1390	-
0	ehe	O	O	-	0	835	862	1363	1381	-
0	man	O	O	-	0	872	908	1366	1379	-
0	eine	O	O	-	0	309	343	1378	1391	-
0	neue	O	O	-	0	361	400	1379	1392	-
0	beffere	O	O	-	0	418	473	1376	1395	-
0	(	O	O	-	0	484	578	1377	1399	-
0	rundlage	O	O	-	0	484	578	1377	1399	-
0	geſchaffen	O	O	-	0	595	676	1378	1399	-
0	hat	O	O	-	0	693	726	1381	1399	-
0	.	O	O	-	0	693	726	1381	1399	-
0	nan	O	O	-	0	752	789	1384	1399	-
0	Las	O	O	-	0	752	789	1384	1399	-
0	laäßzt	O	O	-	0	807	840	1381	1401	-
0	ſich	O	O	-	0	855	882	1382	1402	-
0	ſo	O	O	-	0	892	908	1383	1402	-
0	einfach	O	O	-	0	308	367	1395	1413	-
0	aber	O	O	-	0	378	414	1396	1412	-
0	nicht	O	O	-	0	424	463	1397	1416	-
0	machen	O	O	-	0	474	556	1398	1416	-
0	.	O	O	-	0	474	556	1398	1416	-
0	nan	O	O	-	0	559	637	1398	1416	-
0	Miemand	O	O	-	0	559	637	1398	1416	-
0	in	O	O	-	0	649	665	1400	1416	-
0	dieſem	O	O	-	0	676	731	1400	1420	-
0	hoben	O	O	-	0	742	792	1402	1420	-
0	Hauſe	O	O	-	0	799	843	1402	1422	-
0	beſitzt	O	O	-	0	843	908	1403	1424	-
0	die	O	O	-	0	310	334	1416	1431	-
0	Kenntuiſſe	O	O	-	0	344	440	1416	1437	-
0	,	O	O	-	0	344	440	1416	1437	-
0	um	O	O	-	0	451	477	1422	1434	-
0	alle	O	O	-	0	487	517	1418	1435	-
0	Wirkuugen	O	O	-	0	528	623	1418	1440	-
0	ſolcher	O	O	-	0	639	695	1420	1440	-
0	Beſtimmungen	O	O	-	0	704	839	1421	1443	-
0	,	O	O	-	0	704	839	1421	1443	-
0	wie	O	O	-	0	850	870	1424	1440	-
0	ſie	O	O	-	0	871	908	1424	1443	-
0	der	O	O	-	0	308	336	1437	1452	-
0	zweite	O	O	-	0	356	408	1438	1454	-
0	Teil	O	O	-	0	426	462	1437	1454	-
0	des	O	O	-	0	483	511	1438	1455	-
0	Antrags	O	O	-	0	526	596	1439	1460	-
0	entvaͤlt	O	O	-	0	612	680	1440	1461	-
0	,	O	O	-	0	612	680	1440	1461	-
0	dorautſehen	O	O	-	0	699	808	1443	1462	-
0	.	O	O	-	0	699	808	1443	1462	-
0	nan	O	O	-	0	836	908	1443	1463	-
0	Deshalb	O	O	-	0	836	908	1443	1463	-
0	muſſen	O	O	-	0	308	366	1456	1476	-
0	wir	O	O	-	0	382	411	1458	1475	-
0	dieſen	O	O	-	0	427	476	1458	1479	-
0	zweiten	O	O	-	0	492	555	1459	1479	-
0	Teil	O	O	-	0	564	601	1460	1477	-
0	ablehnen	O	O	-	0	616	698	1461	1479	-
0	.	O	O	-	0	616	698	1461	1479	-
0	nan	O	O	-	0	718	748	1462	1482	-
0	Jch	O	O	-	0	718	748	1462	1482	-
0	rate	O	O	-	0	764	798	1464	1480	-
0	den	O	O	-	0	808	837	1464	1481	-
0	Herren	O	O	-	0	848	906	1465	1484	-
0	vom	O	O	-	0	307	344	1480	1494	-
0	Zentrum	O	O	-	0	360	442	1477	1499	-
0	,	O	O	-	0	360	442	1477	1499	-
0	ihn	O	O	-	0	460	487	1479	1499	-
0	rorlaͤnfig	O	O	-	0	502	580	1480	1502	-
0	uͤberbaupt	O	O	-	0	598	686	1481	1501	-
0	zuruckzuzieken	O	O	-	0	700	822	1483	1504	-
0	und	O	O	-	0	839	872	1486	1502	-
0	zu	O	O	-	0	889	907	1490	1504	-
0	auderet	O	O	-	0	307	372	1499	1515	-
0	Zeit	O	O	-	0	378	412	1499	1518	-
0	und	O	O	-	0	424	457	1499	1516	-
0	in	O	O	-	0	464	481	1500	1516	-
0	anderer	O	O	-	0	488	552	1502	1517	-
0	Form	O	O	-	0	558	604	1501	1521	-
0	wiederzubringen	O	O	-	0	618	763	1503	1524	-
0	.	O	O	-	0	618	763	1503	1524	-
0	nan	O	O	-	0	783	849	1505	1525	-
0	(	O	O	-	0	783	849	1505	1525	-
0	ueifan	O	O	-	0	783	849	1505	1525	-
0	links	O	O	-	0	855	908	1506	1525	-
0	.	O	O	-	0	855	908	1506	1525	-
0	)	O	O	-	0	855	908	1506	1525	-
0	nan	O	O	-	0	328	367	1518	1538	-
0	Abg	O	O	-	0	328	367	1518	1538	-
0	.	O	O	-	0	328	367	1518	1538	-
0	Blumenthal	B-PER	O	Q68542	0	384	508	1519	1538	0.21
0	(	O	O	-	0	520	581	1521	1540	-
0	Südd	O	O	-	0	520	581	1521	1540	-
0	.	O	O	-	0	520	581	1521	1540	-
0	Vpt	O	O	-	0	592	645	1522	1540	-
0	.	O	O	-	0	592	645	1522	1540	-
0	)	O	O	-	0	592	645	1522	1540	-
0	:	O	O	-	0	592	645	1522	1540	-
0	Der	O	O	-	0	666	701	1521	1540	-
0	rorliegende	O	O	-	0	717	814	1525	1545	-
0	Entwur	O	O	-	0	830	905	1526	1546	-
0	entbalt	O	O	-	0	307	368	1540	1556	-
0	neben	O	O	-	0	392	439	1541	1557	-
0	ansgerechneten	O	O	-	0	457	584	1541	1562	-
0	Beſtimmungen	O	O	-	0	602	730	1543	1565	-
0	auch	O	O	-	0	751	787	1546	1566	-
0	foiche	O	O	-	0	808	854	1546	1566	-
0	Un	O	O	-	0	875	906	1547	1564	-
0	.	O	O	-	0	875	906	1547	1564	-
0	renungen	O	O	-	0	875	906	1547	1564	-
0	,	O	O	-	0	307	390	1563	1580	-
0	die	O	O	-	0	408	433	1561	1578	-
0	erit	O	O	-	0	450	479	1562	1581	-
0	fur	O	O	-	0	491	521	1561	1581	-
0	ſrater	O	O	-	0	536	587	1562	1582	-
0	in	O	O	-	0	601	617	1563	1580	-
0	Ketracht	O	O	-	0	628	702	1564	1582	-
0	kemmen	O	O	-	0	714	783	1565	1582	-
0	koͤnnen	O	O	-	0	793	857	1566	1584	-
0	.	O	O	-	0	793	857	1566	1584	-
0	nan	O	O	-	0	878	907	1568	1587	-
0	Jch	O	O	-	0	878	907	1568	1587	-
0	benrune	O	O	-	0	307	373	1576	1599	-
0	die	O	O	-	0	390	414	1581	1597	-
0	allerdings	O	O	-	0	429	514	1581	1602	-
0	noch	O	O	-	0	533	568	1584	1602	-
0	verſchamt	O	O	-	0	583	663	1584	1604	-
0	aber	O	O	-	0	673	711	1586	1602	-
0	dech	O	O	-	0	721	755	1586	1606	-
0	zweifellos	O	O	-	0	765	850	1587	1606	-
0	darin	O	O	-	0	862	906	1588	1605	-
0	ausnedruͤckte	O	O	-	0	306	413	1601	1620	-
0	Jdee	O	O	-	0	423	470	1601	1623	-
0	,	O	O	-	0	423	470	1601	1623	-
0	daß	O	O	-	0	480	511	1603	1622	-
0	die	O	O	-	0	521	545	1603	1620	-
0	volſtaͤndige	O	O	-	0	556	656	1604	1625	-
0	Trennung	O	O	-	0	667	753	1604	1626	-
0	von	O	O	-	0	770	801	1610	1624	-
0	Kirche	O	O	-	0	811	864	1608	1626	-
0	und	O	O	-	0	874	906	1610	1626	-
0	Staat	O	O	-	0	307	360	1621	1638	-
0	das	O	O	-	0	377	406	1623	1638	-
0	letzte	O	O	-	0	423	468	1622	1643	-
0	Ziel	O	O	-	0	479	514	1622	1643	-
0	der	O	O	-	0	529	556	1625	1641	-
0	ſtaatskirchlichen	O	O	-	0	573	706	1625	1646	-
0	Eutwicklung	O	O	-	0	717	823	1626	1648	-
0	iſt	O	O	-	0	834	856	1628	1648	-
0	.	O	O	-	0	834	856	1628	1648	-
0	nan	O	O	-	0	877	906	1629	1648	-
0	Jch	O	O	-	0	877	906	1629	1648	-
0	daͤuke	O	O	-	0	307	354	1641	1658	-
0	dem	O	O	-	0	370	402	1642	1659	-
0	Zentrum	O	O	-	0	418	498	1643	1664	-
0	,	O	O	-	0	418	498	1643	1664	-
0	welche	O	O	-	0	514	567	1644	1664	-
0	zweifellos	O	O	-	0	582	666	1645	1665	-
0	nicht	O	O	-	0	684	723	1647	1666	-
0	aut	O	O	-	0	737	766	1647	1665	-
0	dieſem	O	O	-	0	778	833	1648	1667	-
0	Stand	O	O	-	0	844	905	1648	1667	-
0	.	O	O	-	0	844	905	1648	1667	-
0	eunkte	O	O	-	0	844	905	1648	1667	-
0	ſteht	O	O	-	0	372	415	1662	1684	-
0	,	O	O	-	0	372	415	1662	1684	-
0	daß	O	O	-	0	426	457	1663	1683	-
0	es	O	O	-	0	467	484	1665	1681	-
0	hier	O	O	-	0	495	529	1664	1684	-
0	eine	O	O	-	0	538	572	1665	1682	-
0	fehr	O	O	-	0	585	618	1666	1685	-
0	beherzigenowerte	O	O	-	0	629	774	1666	1688	-
0	Anleitung	O	O	-	0	786	871	1669	1691	-
0	ge	O	O	-	0	882	906	1675	1691	-
0	.	O	O	-	0	882	906	1675	1691	-
0	geben	O	O	-	0	882	906	1675	1691	-
0	hat	O	O	-	0	371	404	1684	1703	-
0	,	O	O	-	0	371	404	1684	1703	-
0	wie	O	O	-	0	421	450	1684	1701	-
0	wir	O	O	-	0	467	496	1684	1701	-
0	es	O	O	-	0	514	532	1686	1702	-
0	fraͤter	O	O	-	0	548	598	1685	1705	-
0	einmal	O	O	-	0	609	667	1686	1703	-
0	machen	O	O	-	0	678	737	1688	1707	-
0	koͤnnen	O	O	-	0	749	812	1688	1706	-
0	.	O	O	-	0	749	812	1688	1706	-
0	nan	O	O	-	0	833	906	1690	1709	-
0	(	O	O	-	0	833	906	1690	1709	-
0	Geiterk	O	O	-	0	833	906	1690	1709	-
0	.	O	O	-	0	833	906	1690	1709	-
0	tiuks	O	O	-	0	305	352	1704	1723	-
0	,	O	O	-	0	305	352	1704	1723	-
0	Unrube	O	O	-	0	368	431	1703	1721	-
0	im	O	O	-	0	448	468	1704	1721	-
0	Ztit	O	O	-	0	484	524	1704	1725	-
0	.	O	O	-	0	484	524	1704	1725	-
0	)	O	O	-	0	484	524	1704	1725	-
0		O	O	-	0	550	580	1706	1725	-
0	Jch	O	O	-	0	550	580	1706	1725	-
0	ſehe	O	O	-	0	590	623	1707	1726	-
0	in	O	O	-	0	634	651	1707	1723	-
0	dem	O	O	-	0	662	696	1707	1724	-
0	Zentrumsantrag	O	O	-	0	706	847	1706	1729	-
0	nichts	O	O	-	0	859	906	1712	1730	-
0	Staatsgefährliches	O	O	-	0	305	474	1723	1744	-
0	.	O	O	-	0	305	474	1723	1744	-
0	nan	O	O	-	0	501	537	1725	1743	-
0	Wit	O	O	-	0	501	537	1725	1743	-
0	koͤnnen	O	O	-	0	555	615	1726	1744	-
0	unſere	O	O	-	0	631	686	1728	1748	-
0	Stenung	O	O	-	0	697	773	1728	1750	-
0	zu	O	O	-	0	790	809	1734	1750	-
0	ihm	O	O	-	0	825	852	1731	1750	-
0	nicht	O	O	-	0	852	906	1732	1748	-
0	ren	O	O	-	0	305	337	1747	1760	-
0	der	O	O	-	0	359	385	1745	1761	-
0	Beantwortung	O	O	-	0	401	528	1745	1766	-
0	der	O	O	-	0	549	576	1747	1763	-
0	ärage	O	O	-	0	593	642	1747	1769	-
0	abhaͤngig	O	O	-	0	662	741	1748	1770	-
0	machen	O	O	-	0	759	824	1750	1771	-
0	,	O	O	-	0	759	824	1750	1771	-
0	eb	O	O	-	0	845	865	1752	1768	-
0	die	O	O	-	0	883	906	1751	1769	-
0	katholiſche	O	O	-	0	305	393	1765	1785	-
0	Kirche	O	O	-	0	413	472	1766	1786	-
0	,	O	O	-	0	413	472	1766	1786	-
0	ſollte	O	O	-	0	493	536	1766	1787	-
0	ſie	O	O	-	0	556	576	1767	1786	-
0	einmal	O	O	-	0	596	655	1768	1785	-
0	wieder	O	O	-	0	678	735	1770	1787	-
0	machtig	O	O	-	0	755	819	1771	1795	-
0	werden	O	O	-	0	840	905	1773	1793	-
0	.	O	O	-	0	840	905	1773	1793	-
0	wieder	O	O	-	0	305	361	1785	1802	-
0	Krtzer	O	O	-	0	371	421	1787	1807	-
0	verbreunen	O	O	-	0	433	527	1787	1804	-
0	wird	O	O	-	0	538	582	1788	1809	-
0	,	O	O	-	0	538	582	1788	1809	-
0	oder	O	O	-	0	593	630	1790	1805	-
0	nicht	O	O	-	0	640	684	1789	1806	-
0	.	O	O	-	0	640	684	1789	1806	-
0	nan	O	O	-	0	705	795	1790	1810	-
0	(	O	O	-	0	705	795	1790	1810	-
0	Heiterkeit	O	O	-	0	705	795	1790	1810	-
0	linke	O	O	-	0	805	858	1791	1812	-
0	)	O	O	-	0	805	858	1791	1812	-
0	nan	O	O	-	0	878	903	1793	1810	-
0	Es	O	O	-	0	878	903	1793	1810	-
0	fann	O	O	-	0	304	344	1806	1822	-
0	das	O	O	-	0	356	385	1807	1822	-
0	ubrigens	O	O	-	0	396	470	1807	1827	-
0	auch	O	O	-	0	480	517	1808	1826	-
0	eine	O	O	-	0	534	568	1809	1825	-
0	wirtſchaftiche	O	O	-	0	585	711	1809	1829	-
0	Zrage	O	O	-	0	718	770	1809	1831	-
0	werden	O	O	-	0	780	846	1813	1832	-
0	,	O	O	-	0	780	846	1813	1832	-
0	denn	O	O	-	0	864	903	1814	1831	-
0	bei	O	O	-	0	304	329	1827	1842	-
0	der	O	O	-	0	339	365	1827	1844	-
0	Maſenkaftinkeis	O	O	-	0	377	520	1827	1848	-
0	der	O	O	-	0	531	557	1829	1845	-
0	Ketzer	O	O	-	0	567	618	1829	1851	-
0	und	O	O	-	0	629	660	1832	1847	-
0	den	O	O	-	0	678	708	1831	1847	-
0	teuren	O	O	-	0	725	778	1832	1848	-
0	Breiſen	O	O	-	0	796	862	1832	1853	-
0	fuͤr	O	O	-	0	879	904	1834	1853	-
0	Rreunmaterialien	O	O	-	0	304	458	1847	1865	-
0	mag	O	O	-	0	480	515	1852	1870	-
0	die	O	O	-	0	536	561	1850	1866	-
0	Ketzerrerbrennung	O	O	-	0	586	746	1851	1873	-
0	auf	O	O	-	0	773	802	1853	1872	-
0	technijche	O	O	-	0	827	903	1854	1873	-
0	Schwieriakeiten	O	O	-	0	304	439	1867	1888	-
0	ſtoßen	O	O	-	0	449	508	1869	1890	-
0	.	O	O	-	0	449	508	1869	1890	-
0	nan	O	O	-	0	528	631	1868	1890	-
0	EStuͤrmiſche	O	O	-	0	528	631	1868	1890	-
0	Heiterkeit	O	O	-	0	649	745	1871	1891	-
0	)	O	O	-	0	649	745	1871	1891	-
0	nan	O	O	-	0	772	815	1873	1890	-
0	Man	O	O	-	0	772	815	1873	1890	-
0	hat	O	O	-	0	825	853	1874	1892	-
0	dem	O	O	-	0	870	903	1876	1892	-
0	Zentrum	O	O	-	0	303	377	1888	1907	-
0	ſchen	O	O	-	0	389	431	1890	1909	-
0	den	O	O	-	0	442	471	1890	1906	-
0	Gottesläſterungsparagraphen	O	O	-	0	484	740	1890	1913	-
0	dvorgehalten	O	O	-	0	751	856	1895	1915	-
0	.	O	O	-	0	751	856	1895	1915	-
0	nan	O	O	-	0	878	903	1895	1912	-
0	Es	O	O	-	0	878	903	1895	1912	-
0	mag	O	O	-	0	304	339	1913	1932	-
0	einem	O	O	-	0	351	399	1910	1933	-
0	Atheiſten	O	O	-	0	411	495	1910	1933	-
0	allerdinge	O	O	-	0	499	584	1911	1933	-
0	fehr	O	O	-	0	595	628	1912	1932	-
0	problematiſch	O	O	-	0	638	753	1913	1932	-
0	rorkommen	O	O	-	0	761	864	1914	1933	-
0	,	O	O	-	0	761	864	1914	1933	-
0	wie	O	O	-	0	874	903	1916	1932	-
0	er	O	O	-	0	303	320	1934	1945	-
0	lemand	O	O	-	0	336	402	1934	1950	-
0	,	O	O	-	0	336	402	1934	1950	-
0	den	O	O	-	0	417	449	1934	1947	-
0	denen	O	O	-	0	465	515	1934	1950	-
0	CEritenz	O	O	-	0	530	601	1934	1952	-
0	ukerdaurt	O	O	-	0	621	708	1934	1953	-
0	nicht	O	O	-	0	725	764	1934	1953	-
0	überzeugt	O	O	-	0	781	864	1934	1956	-
0	iſt	O	O	-	0	881	902	1937	1956	-
0	.	O	O	-	0	881	902	1937	1956	-
0	laftern	O	O	-	0	303	359	1950	1967	-
0	koͤnne	O	O	-	0	377	430	1950	1967	-
0	.	O	O	-	0	377	430	1950	1967	-
0	nan	O	O	-	0	458	509	1950	1970	-
0	(	O	O	-	0	458	509	1950	1970	-
0	Sehr	O	O	-	0	458	509	1950	1970	-
0	wahr	O	O	-	0	522	573	1952	1969	-
0	!	O	O	-	0	522	573	1952	1969	-
0	und	O	O	-	0	590	623	1953	1969	-
0	Heiterkeit	O	O	-	0	638	723	1953	1973	-
0	linket	O	O	-	0	738	791	1954	1973	-
0	)	O	O	-	0	738	791	1954	1973	-
0	nan	O	O	-	0	818	859	1953	1973	-
0	über	O	O	-	0	818	859	1953	1973	-
0	der	O	O	-	0	877	902	1957	1973	-
0	Staat	O	O	-	0	302	355	1970	1987	-
0	bat	O	O	-	0	365	392	1970	1988	-
0	ſich	O	O	-	0	402	429	1970	1991	-
0	immerhin	O	O	-	0	440	521	1971	1988	-
0	ſchon	O	O	-	0	532	575	1972	1992	-
0	einen	O	O	-	0	585	630	1973	1989	-
0	Vorteil	O	O	-	0	642	705	1972	1991	-
0	ror	O	O	-	0	718	746	1978	1991	-
0	der	O	O	-	0	764	790	1976	1992	-
0	Kirche	O	O	-	0	806	860	1976	1993	-
0	ge⸗ſichert	O	O	-	0	877	901	1981	1997	-
0	,	O	O	-	0	302	357	1991	2010	-
0	denn	O	O	-	0	368	408	1992	2007	-
0	die	O	O	-	0	418	443	1992	2009	-
0	Majeſtätsbeleidigung	O	O	-	0	460	644	1991	2017	-
0	wird	O	O	-	0	661	701	1994	2012	-
0	ſchaͤrfer	O	O	-	0	718	781	1995	2015	-
0	beſtraft	O	O	-	0	799	865	1996	2017	-
0	,	O	O	-	0	799	865	1996	2017	-
0	als	O	O	-	0	876	902	1998	2014	-
0	die	O	O	-	0	302	327	2012	2028	-
0	Gottesläſterung	O	O	-	0	338	480	2012	2032	-
0	.	O	O	-	0	338	480	2012	2032	-
0	nan	O	O	-	0	501	600	2013	2033	-
0	(	O	O	-	0	501	600	2013	2033	-
0	Schallende	O	O	-	0	501	600	2013	2033	-
0	Heiterkeit	O	O	-	0	613	696	2014	2034	-
0	links	O	O	-	0	706	759	2016	2035	-
0	)	O	O	-	0	706	759	2016	2035	-
0	nan	O	O	-	0	785	825	2016	2037	-
0	Abg	O	O	-	0	785	825	2016	2037	-
0	.	O	O	-	0	785	825	2016	2037	-
0	Bachem	B-PER	O	-	0	835	900	2017	2035	-
0	hat	O	O	-	0	301	330	2032	2048	-
0	von	O	O	-	0	340	371	2035	2049	-
0	dem	O	O	-	0	383	415	2034	2049	-
0	„	O	O	-	0	427	543	2033	2053	-
0	ſogenannten	O	O	-	0	427	543	2033	2053	-
0	Jutoleranzantrag⸗	O	O	-	0	551	712	2034	2057	-
0	geſprochen	O	O	-	0	724	817	2036	2057	-
0	.	O	O	-	0	724	817	2036	2057	-
0	nan	O	O	-	0	838	865	2038	2056	-
0	Das	O	O	-	0	838	865	2038	2056	-
0	iß	O	O	-	0	867	900	2039	2057	-
0	das	O	O	-	0	302	331	2053	2069	-
0	beſte	O	O	-	0	342	380	2053	2070	-
0	Wort	O	O	-	0	390	437	2053	2070	-
0	in	O	O	-	0	449	465	2054	2070	-
0	ſeinet	O	O	-	0	476	524	2054	2073	-
0	Kede	O	O	-	0	534	583	2054	2072	-
0	.	O	O	-	0	534	583	2054	2072	-
0	nan	O	O	-	0	604	667	2056	2076	-
0	(	O	O	-	0	604	667	2056	2076	-
0	Große	O	O	-	0	604	667	2056	2076	-
0	Heiterkeit	O	O	-	0	680	776	2056	2076	-
0	)	O	O	-	0	680	776	2056	2076	-
0	nan	O	O	-	0	802	832	2057	2077	-
0	Jch	O	O	-	0	802	832	2057	2077	-
0	würde	O	O	-	0	849	900	2059	2076	-
0	den	O	O	-	0	302	330	2074	2089	-
0	Entmurf	O	O	-	0	342	417	2073	2093	-
0	nennen	O	O	-	0	426	495	2078	2091	-
0	:	O	O	-	0	426	495	2078	2091	-
0	Geſet	O	O	-	0	506	557	2075	2095	-
0	betreftend	O	O	-	0	564	648	2075	2095	-
0	die	O	O	-	0	655	680	2076	2092	-
0	Reuregelung	O	O	-	0	687	798	2075	2098	-
0	des	O	O	-	0	808	836	2079	2095	-
0	ſtaatskirchlichen	O	O	-	0	846	901	2079	2098	-
0	Konzeſſtenaweſeni	O	O	-	0	395	561	2094	2114	-
0	.	O	O	-	0	395	561	2094	2114	-
0	nan	O	O	-	0	582	626	2095	2115	-
0	(	O	O	-	0	582	626	2095	2115	-
0	Sebr	O	O	-	0	582	626	2095	2115	-
0	richtis	O	O	-	0	627	702	2096	2113	-
0	!	O	O	-	0	627	702	2096	2113	-
0	und	O	O	-	0	712	745	2099	2114	-
0	Heiterkeit	O	O	-	0	756	839	2098	2117	-
0	linta	O	O	-	0	849	901	2100	2119	-
0	.	O	O	-	0	849	901	2100	2119	-
0	)	O	O	-	0	849	901	2100	2119	-
0	nan	O	O	-	0	301	357	2114	2131	-
0	Seden	O	O	-	0	301	357	2114	2131	-
0	Sie	O	O	-	0	361	401	2111	2132	-
0	die	O	O	-	0	412	436	2114	2131	-
0	alteſte	O	O	-	0	443	496	2114	2134	-
0	Tochter	O	O	-	0	506	570	2115	2133	-
0	der	O	O	-	0	580	606	2116	2133	-
0	katholiſchen	O	O	-	0	617	717	2101	2136	-
0	Kirche	O	O	-	0	727	780	2118	2138	-
0	an	O	O	-	0	790	819	2119	2136	-
0	!	O	O	-	0	790	819	2119	2136	-
0	nan	O	O	-	0	836	852	2119	2138	-
0	Da	O	O	-	0	836	852	2119	2138	-
0	tat	O	O	-	0	853	900	2121	2139	-
0	man	O	O	-	0	301	338	2138	2151	-
0	erkannt	O	O	-	0	355	423	2135	2155	-
0	,	O	O	-	0	355	423	2135	2155	-
0	daß	O	O	-	0	441	471	2135	2156	-
0	am	O	O	-	0	489	514	2139	2153	-
0	Schluß	O	O	-	0	532	593	2136	2157	-
0	der	O	O	-	0	611	637	2137	2154	-
0	tntwicklung	O	O	-	0	648	755	2137	2159	-
0	Trennung	O	O	-	0	765	852	2139	2160	-
0	von	O	O	-	0	870	900	2144	2158	-
0	Kirche	O	O	-	0	299	353	2156	2174	-
0	und	O	O	-	0	364	395	2157	2172	-
0	Staat	O	O	-	0	406	458	2156	2173	-
0	erfelzen	O	O	-	0	468	537	2156	2177	-
0	mutz	O	O	-	0	549	586	2157	2177	-
0	und	O	O	-	0	597	629	2158	2175	-
0	bat	O	O	-	0	645	665	2158	2176	-
0	ſchlietlich	O	O	-	0	666	768	2158	2179	-
0	den	O	O	-	0	784	814	2161	2177	-
0	Meg	O	O	-	0	824	865	2161	2182	-
0	ge	O	O	-	0	875	899	2166	2182	-
0	—	O	O	-	0	875	899	2166	2182	-
0	funden	O	O	-	0	875	899	2166	2182	-
0	.	O	O	-	0	300	364	2177	2195	-
0	nan	O	O	-	0	392	423	2176	2194	-
0	Die	O	O	-	0	392	423	2176	2194	-
0	Franzoſen	O	O	-	0	433	520	2177	2201	-
0	haben	O	O	-	0	531	580	2178	2194	-
0	ror	O	O	-	0	591	620	2181	2195	-
0	uns	O	O	-	0	630	662	2179	2195	-
0	das	O	O	-	0	674	703	2179	2196	-
0	vorand	O	O	-	0	715	780	2181	2201	-
0	,	O	O	-	0	715	780	2181	2201	-
0	daß	O	O	-	0	791	821	2181	2201	-
0	ſie	O	O	-	0	831	851	2181	2201	-
0	nicht	O	O	-	0	862	901	2182	2201	-
0	Zabrkunderte	O	O	-	0	299	417	2197	2216	-
0	zu	O	O	-	0	427	446	2201	2216	-
0	grubeln	O	O	-	0	457	521	2198	2218	-
0	pflegen	O	O	-	0	532	597	2198	2219	-
0	,	O	O	-	0	532	597	2198	2219	-
0	ſondern	O	O	-	0	608	674	2199	2218	-
0	auch	O	O	-	0	692	728	2200	2216	-
0	in	O	O	-	0	746	763	2200	2217	-
0	die	O	O	-	0	781	805	2201	2217	-
0	Tat	O	O	-	0	815	848	2201	2219	-
0	auen	O	O	-	0	860	899	2203	2219	-
0	umjetzen	O	O	-	0	299	376	2217	2238	-
0	.	O	O	-	0	299	376	2217	2238	-
0	nan	O	O	-	0	405	461	2217	2235	-
0	Damit	O	O	-	0	405	461	2217	2235	-
0	find	O	O	-	0	479	511	2218	2237	-
0	ſie	O	O	-	0	529	548	2218	2237	-
0	unt	O	O	-	0	565	597	2221	2235	-
0	ein	O	O	-	0	613	639	2219	2236	-
0	bedentendes	O	O	-	0	654	757	2220	2238	-
0	Stück	O	O	-	0	767	817	2220	2239	-
0	voraut	O	O	-	0	833	897	2224	2239	-
0	.	O	O	-	0	833	897	2224	2239	-
0	lenanaen	O	O	-	0	833	897	2224	2239	-
0	.	O	O	-	0	299	384	2242	2261	-
0	nan	O	O	-	0	405	442	2238	2255	-
0	Wir	O	O	-	0	405	442	2238	2255	-
0	werden	O	O	-	0	452	512	2239	2256	-
0	auch	O	O	-	0	523	559	2239	2259	-
0	dabin	O	O	-	0	570	618	2239	2256	-
0	kommen	O	O	-	0	631	705	2240	2261	-
0	,	O	O	-	0	631	705	2240	2261	-
0	wenn	O	O	-	0	723	768	2245	2258	-
0	das	O	O	-	0	784	814	2242	2259	-
0	Zentrum	O	O	-	0	824	898	2242	2262	-
0	ſetzt	O	O	-	0	299	331	2260	2280	-
